text,predicted_sentiment
REFLECTANCE: The fraction of the total radiant flux incident upon a surface thatis reflected and that varies according to the wavelength distributionof the incident radiation.,negative
"OCEAN MIXED LAYER: Also called the surface zone. The ocean mixed layer is the upper layerof ocean in which temperature and salinity are relatively constant withdepth. Depending on local conditions, the surface layer may reach to 1,000meters (3,300 feet) or be absent entirely.",positive
GRABEN: A depressed block of land bordered by parallel faults.,negative
"OCEAN COLOR: Study of visible light interactions with oceanic water, both within thewater column and remotely sensed from the ocean surface.",positive
"EXTINCTION COEFFICIENTS: Coefficient of underwater light attenuation. Different coefficientsare included as detailed variables (e.g. diffuse attenuation coefficient,etc.).",positive
"ROCKY COASTS: Pertaining to the environment of rock-dominated shorelines,often characterized by high-energy wave action, and often common alongisostatically rebounding coastlines.",positive
MUDFLAT: Pertaining to a mud area with less than 5% vegetative cover.,negative
"ICE STUPA: Ice Stupa is a form of glacier grafting technique that creates artificial glaciers, used for storing winter water (which otherwise would go unused) in the form of conical shaped ice heaps. During summer, when water is scarce, the Ice Stupa melts to increase water supply for crops.",negative
"PINGO: Also called a hydrolaccolith, is a mound of earth-covered ice found in the Arctic and subarctic that can reach up to 70 metres (230 ft) in height and up to 600 m (2,000 ft) in diameter.",negative
HAZARDS PLANNING: Planning refers to the formulation of a course of action to be taken in theevent of a hazard emergency.,positive
OROGRAPHIC LIFTING: Ascending air flow caused by mountains.,positive
"GLACIER EXTENT: Glacier extent is a glacier outline in horizontal space separating the glacier from unglacierized terrain or, at divides, from contiguous glaciers.",positive
VERTICAL WIND VELOCITY/SPEED: The component of wind motion rising perpendicular to the plane of the horizon.,positive
"LAND SURFACE MODELS: Models that predict the characteristics of the landscape such as DEMs/DTMs.Also included are models that predict land surface reflectance including thescattering, absorption, or reflection of electromagnetic radiation at the landsurface.",positive
GAZETTEER SERVICE: Retrieves location geometries for client-specified geographic names.,negative
"APHOTIC/PHOTIC ZONE: Aphotic zone in the ocean, beneath the photic zone, where light intensitiesare not sufficient to enable photosynthetic production. Photic zone isthe illuminated zone of the ocean where light intensities are sufficientfor photosynthetic primary production. Also known as the euphotic zone.",positive
ATTENUATION/TRANSMISSION: Attenuation is the exponential loss of light intensity as lightpropagates through water. Attenuation is caused by absorption andscattering of light energy. Transmission is the measurement of thepercentage of light received at a photo cell placed at fixed distancesfrom a light source.,positive
"GLACIATION: A glaciation (a created composite term meaning Glacial Period, referring to thePeriod or Era of, as well as the process of High Glacial Activity), oftencalled an ice age, is a geological phenomenon in which massive ice sheets formin the Arctic and Antarctic and advance toward the equator. Conversely, theterm interglacial or Interglacial Period, such as the current era, is used todenote the absence of large-scale glaciation on a global scale ¿ i.e., anon-Ice Age. Interglacials are, in general, shorter than glacial epochs.",negative
"LOESS: Loess is a deposit of wind-blown silt and dust of Pleistocene age that coverslarge areas of the continents. It is predominently calcerous consisting ofquartz feldspars and micas. Loess is extensive in the North American GreatPlains, south-central Europe, Ukraine, central Asia, China, and Argentina.Loess deposits in North America are related to large outwashes from theLaurentide ice sheet and floodplains of large rivers. Loess deposits in Europeare related to the former Alpine and Scandinavianice sheets. Loess in China andcentral Asia are related to desert conditions.",positive
"DISASTER RECOVERY/RELIEF: The act of restoring a community or ecosystem to its original pre-hazard state.Relief refers to assistance that eases the financial, physical, or emotionalburden brought about by exposure of property or person to natural hazards ordisasters.",positive
"FIRST FREEZE/FROST PROBABILITY: The freeze/frost probability levels represent the risk with regard to meeting or falling below a certain temperature threshold by a specific date, or within a specified number of days. For example, suppose a 90 percent probability level for the spring season is computed to be March 1 at the 32 degree threshold. This means that nine years out of ten a temperature as cold or colder than 32 degrees is expected to occur later than March 1 during the spring season. For the fall season, the probability level represents the chance of having a temperature as cold or colder earlier than the computed date. The freeze-free probability level indicates the chance of having a longer freeze-free period than the computed number of days. The methods used to compute the freeze probabilities come from two data distributions: a discrete freeze or no-freeze distribution, where a no-freeze annual season is one in which only one or no freeze occurs; and a continuous one of freeze dates for the years of freeze occurrence, where at least two distinct freeze dates occur in a year.",negative
"BOREHOLES: Boreholes are holes drilled deep into the ground (or ocean crust). Profiles ofrock temperatures with depth can be related to the history of temperaturechanges at the surface, which can be converted to estimates of air temperature.Borehhole temperature measurements can provide estimates of local temperaturevariations over time intervals of a few hundred to over a thousand years.",negative
"GELBSTOFF: Dissolved organic matter (DOM) produced by the decomposition of plantmaterial and the metabolism of plankton, originating in the ocean orbrought to the ocean by rivers, and producing a distinctive yellow-brownto yellow-red coloration of the water.",negative
RADIANCE: The flux density or radiant energy per unit area of a,negative
radiating surface.,positive
"SUBSURFACE FLOW: The flow of water beneath earth's surface as part of the water cycle. In the water cycle, when precipitation falls on the earth's land, some of the water flows on the surface forming streams and rivers.",positive
LAGOON: Pertaining to shallow bodies of water partially or completely separated from the open ocean by barriers of sand or coral.,negative
FIRST MODERATE FREEZE/FROST DATE: null,positive
TROPICAL RAINFOREST: Pertaining to forests in tropical latitudes characterized by high annual precipitation consisting of dense vegetation divided into three distinct layers.,positive
"INVERSION HEIGHT: The height of the layer in which air temperature increases withaltitude, representing an 'inversion' of the typical temperature decreasewith height in the troposphere.",positive
"BEDROCK LITHOLOGY: Pertaining to the identification, measurement, analysis, and documentation of lithologic composition of the earth's bedrock.",negative
WATER ION CONCENTRATIONS: The concentration of ions in water. Ions are positively or negatively charged atom or group of atoms.,negative
MICROPLASTIC CONCENTRATION: Refers to the concentration of plastics in the ocean.,negative
EARTHQUAKE MAGNITUDE/INTENSITY: The measure of the amount of energy released during an earthquake.,positive
GLACIAL GROWTH: The growth of a glacier over time,negative
"BERYLLIUM-10 ANALYSIS: Beryllium-10 is an isotope that is a proxy for the sun's activity. Be10 is produced in the atmosphere by cosmic ray collisions with atoms of oxygen and nitrogen. Beryllium 10 concentrations are linked to cosmic ray intensity which can be a proxy for solar strength.One way to capture earth's record of that proxy data is to drill deep ice cores. Greenland, due to having a large and relatively stable deep ice sheet is often the target for drilling ice cores.Isotopic analysis of the ice in the core can be linked to temperature and global sea level variations. Analysis of the air contained in bubbles in the ice can reveal the palaeocomposition of the atmosphere, in particular CO2 variations. Volcanic eruptions leave identifiable ash layers.While it sounds simple to analyze, there are issues of ice compression, flow, and other factors that must be taken into consideration when doing reconstructions from such data. I attended a talk at ICCC 09 that showed one of the ice core operations had procedures that left significant contamination issues for CO2. But since Beryllium is rather rare, it doesn't seem to have the same contamination issues attached.",positive
SHOALS: A sandbank or sandbar that makes the water shallow and presents anavigation hazard.,negative
"SURFACE NUTRIENTS: Nutrients, such as nitrogen and phosphate, at the ocean's surface.",positive
"ICEBERGS: A massive piece of ice of greatly varying shape, protruding 5 m or more",positive
"above sea- level, which has broken away from a glacier and which may be",positive
"afloat or aground. They may be described as tabular, domed, pinnacled,",negative
"wedged, drydocked or blocky. Sizes of icebergs are classed as small,",negative
"medium, large and very large.",positive
TRACE GASES/TRACE SPECIES: Trace gases in the atmosphere that do not occur in large quantities but,negative
are significant to life on Earth or are important constituents of the,negative
chemical cycles in the atmosphere. [Journal of American Hygienist,positive
Association; v54; 639-46; 1993.] [Atmospheric Environment B; v27B; 275-82;,negative
1993.],negative
TECTONIC UPLIFT: A geological process most often caused by plate tectonics which increases elevation,positive
"ATTRITION/WEATHERING: A form of coastal or river erosion, when the bed load is eroded by itself. As rocks are transported downstream along a riverbed (by a mixture of rolling, sliding and saltating), the regular impacts between them cause them to be broken up into smaller fragments. This process also makes them rounder and smoother. Attrition can also occur in glaciated regions, where it is caused by the movement of ice with embedded boulders over surface sediments.",positive
GLACIER THICKNESS/ICE SHEET THICKNESS: The difference in height between two levels in the glacier or ice sheet.,positive
VALLEY BREEZES: (Or valley breeze.) A wind that ascends a mountain valley (upvalley wind) during the day; the daytime component of a mountain–valley wind system.,positive
"CHEMICAL DECOMPOSITION: The separation of a chemical compound into elements or simpler compounds. It is sometimes defined as the exact opposite of a chemical synthesis. Chemical decomposition is often an undesired chemical reaction. The stability that a chemical compound ordinarily has is eventually limited when exposed to extreme environmental conditions like heat, radiation, humidity or the acidity of a solvent. The details of decomposition processes are generally not well defined, as a molecule may break up into a host of smaller fragments. Chemical decomposition is exploited in several analytical techniques, notably mass spectrometry, traditional gravimetric analysis, and thermogravimetric analysis.",negative
"ALTOSTRATUS UNDULATUS: (Also called billow cloud, windrow cloud, wave cloud.) A cloud variety composed of merged or separate elements that are elongated and parallel, either suggestive of ocean waves or arranged in ranks and files.Sometimes two distinct wave systems are apparent (biundulatus). The formation is by gravity waves that exhibit broad, nearly parallel lines of cloud oriented normal to the wind direction, with cloud bases near an inversion surface.",positive
"GREEN ALGAE: Green algae are distinguished by chlorophyll a and b proportions, accessory pigments beta-carotene, and xanthophylls in stacked thylakoids. Cell walls are typically cellulose and they store carbohydrates as starch",positive
PLATE BOUNDARIES: Zones of seismic and tectonic activity along the edges of,positive
"lithosphere plates, presumed to indicate relative motion between plates.",negative
"NEEDLEFISHES: Phylum Chordata. Class Actinopterygii. Order Beloniformes. Needlefish are slender piscivorous marine fish characterized by long, narrow beak with sharp teeth",positive
"PARABOLIC DUNE: U-shaped mounds of sand with convex noses trailed by elongated arms are parabolic dunes. Sometimes these dunes are called U-shaped, blowout, or hairpin dunes, and they are well known in coastal deserts. Unlike crescent shaped dunes, their crests point upwind. The elongated arms of parabolic dunes follow rather than lead because they have been fixed by vegetation, while the bulk of the sand in the dune migrates forward.",negative
"STEAM FOG: (Or sea smoke; also called arctic sea smoke, antarctic sea smoke, frost smoke, water smoke, sea mist, steam mist.) Fog formed when water vapor is added to air that is much colder than the vapor's source; most commonly, when very cold air drifts across relatively warm water.No matter what the nature of the vapor source (warm water, industrial combustion exhaust, exhaled breath), its equilibrium vapor pressure is greater than that corresponding to the colder air; thus, the water vapor, upon becoming mixed with and cooled by the cold air, rapidly condenses. It should be noted that this mechanism never allows the fog to actually reach the vapor source. Also, upon further mixing in sufficiently turbulent or convective flow (only a slight degree is needed), the fog particles evaporate at a more or less well defined upper limit of the fog. Note, also, that although advection of air is necessary to produce steam fog, it differs greatly from an advection fog in the usual sense, which is caused by warm, moist air moving over a cold surface. Steam fog is commonly observed over lakes and streams on cold autumn mornings as well as in polar regions. It is sometimes confused with ice fog, but its particles are entirely liquid. At temperatures below -29°C (-20°F), these may freeze into droxtals and create a type of ice fog that may be known as frost smoke.",positive
CLOUD TOP TEMPERATURE: Atmospheric temperature observed at the top of a cloud.,negative
SNOW MICROSTRUCTURE: null,negative
"DERECHO: A widespread convectively induced straight-line windstorm. Specifically, the term is defined as any family of downburst clusters produced by an extratropical mesoscale convective system. Derechos may or may not be accompanied by tornadoes. Such events were first recognized in the Corn Belt region of the United States, but have since been observed in many other areas of the midlatitudes.",positive
"EARTH RADIATION BUDGET: The Earth Radiation Budget is the balance between incoming energy from the sun and the outgoing longwave (thermal) and reflected shortwave energy from the Earth.[Source: Department of Marine and Coastal Sciences, Rutgers University, https://marine.rutgers.edu/cool/education/class/yuri/erb.html]",positive
"DESERT SCRUB: Pertaining to an area between 15 and 35 degrees N & S characterized by less than 300 mm annual rainfall and consisting of vegetation adapted to hot, dry conditions.",negative
"SUNSHINE: Direct radiation from the Sun, as opposed to the shading of a locationby clouds or other obstructions.",positive
"OXYGEN COMPOUNDS: Oxygen (O) (and molecular oxygen (O2)) is the second most abundant species in the atmosphere. The abundance of O2 remains fairly constant in the atmosphere up to about 80km where it photodissociates to atomic oxygen. Atomic oxygen is formed from the photolysis of molecular oxygen (O2), ozone (O3), or nitrogen dioxide (NO2) in the atmosphere. Below about 40 km, atomic oxygen recombines with O2 to form ozone. Above 40 km, oxygen can participate in other chemical reactions that cause the destruction of ozone.",positive
MORBIDITY RATES: An expression of the number of deaths in a population at risk during one year.,negative
MORBIDITY: The quality or state of being morbid.,negative
"DISASTER RESPONSE: A phase of the disaster management cycle that involves the mobilization of the necessary emergency services and first responders in the disaster area. This is likely to include a first wave of core emergency services, such as firefighters, police and ambulance crews.",positive
"TROPHIC STATE INDEX: A water quality index used for the purpose of classifying and ranking lakes, most often from the standpoint of assessing water quality. In recent years the Carlson (1977) Index appears to have attained general acceptance in the limnological community as a reasonable approach to this problem. This is a measure of the trophic status of a body of water using several measures of water quality including: transparency or turbidity (using Secchi disk depth recordings), chlorophyll-a concentrations (algal biomass), and total phosphorus levels (usually the nutrient in shortest supply for algal growth).",negative
"BIODIVERSITY FUNCTIONS: Biodiversity is the variety of life: the different plants, animals andmicro-organisms, their genes and the ecosystems of which they are a part.",positive
"CRYPTOMONADS: Phylum Cryotophyta. Group of motile, unicellular algae, flattened with an anterior groove or pocket with two unequal flagella characterized by extrusomes with two ribbons held under tension",positive
"ENVIRONMENTAL DNA (eDNA): Environmental DNA (eDNA) is organismal DNA that can be found in the environment and originates from cellular material shed by larger organisms (via skin, excrement, etc.) into aquatic or terrestrial environments, or can represent the entirety of smaller organisms present within the sample.",negative
"RADIATIVE FORCING: A change imposed upon the climate system which modifies the radiativebalance of that system. The causes of such a change may include changes inthe sun, clouds, ice, greenhouse gases, volcanic activity, and otheragents. Radiative forcing is often specified as the net change in energyflux at the troposphere (watts per square meter). Radiative forcing maysometimes be referred to as external forcing or perturbations of theclimate.",positive
MOLECULAR OXYGEN: Oxygen (O2) is found on Earth as a gas and constitutes about 20.8% of the,negative
air we breathe. Elemental molecular oxygen consists of two oxygen atoms,negative
bonded together. A photochemical reaction of oxygen is (ultimately),negative
responsible for the production of ozone in the stratosphere. Oxygen,negative
concentrations found in ice core samples have been used to determine past,negative
atmospheric levels of oxygen and helped in determining past climates.,positive
[Nature; v351; 217-219; 1991.] [Nature; v365; 143-147; 1993.],positive
TREATY AGREEMENTS/RESULTS: A written agreement between two states or sovereigns and the subsequent results of those agreements.,positive
ALKALINITY: The alkalinity of seawater is the combined negative charges due to,positive
hydrogen carbonate and carbonate ions expressed in molal concentrations.,negative
Alkalinity is based on seawater being electrically neutral and is,positive
determined by titration (and therefore given the subscript t).,positive
BRITTLE/BASKET STARS: Class Ophiuroidea in Phylum Echinodermata. Marine invertebrates characterized by five long thin flexible arms around a central armored disk-shaped body,negative
ISOSTATIC UPLIFT: Refers to the the gradual uplift following rapid erosional removal of material from a mountain range. The land rises as a result of the removal of the weight. Another example of isostatic uplift is post-glacial rebound following the melting of continental glaciers and ice sheets.,negative
"SWELLS: The long-period, undulating waves that propagate energy to greatdistances from the point of generation; the source of 'breakers' along thebeach.",negative
"SWELL HEIGHT: The estimated average height of the highest one-third of the swells.  It is estimated from determining how the wave energy is distributed among various periods (frequencies), determining if a separate swell energy peak exists, and then, picking a frequency to separate swell and wind-waves. The swell height is calculated from the wave energies below the separation frequency.",positive
WAVE SETUP: Wave setup is the increase in mean water level due to the presence ofbreaking waves.,negative
BEACHES: A zone of unconsolidated particles extending from below water level to theedge of the coastal zone.,negative
"BEACHES: Geological landform along the shoreline of an ocean, sea or lake. It usually consists of loose particles which are often composed of rock, such as sand, gravel, shingle, pebbles, waves or cobblestones.",negative
DIAGENESIS: The physical and chemical change undergone by sediment during lithificationand compaction.,negative
WATER CHANNELS: The deeper portion of a waterway carrying the main current.,positive
"METHYL FLUORIDE: Methyl fluoride (or fluoromethane) is a colorless flammable gas which is heavier than air. It has an agreeable ether-like odor. It is narcotic in high concentrations. It burns with evolution of hydrogen fluoride. The flame is colorless, similar to alcohol. Under prolonged exposure to fire or intense heat the containers may rupture violently and rocket.",negative
LIQUID PRECIPITATION: Liquid precipitation that reaches the Earth's surface in the form of drops.,negative
CLOUD ASYMMETRY: The difference in scattering due to cloud hydrometeors between theforward and backward directions.,negative
"SPITS AND BARS: A deposition landform  found off coasts. At one end, spits connect to land, while at the far end they exist in open water. A spit is a type of bar or beach that develops where a re-entrant occurs, such as at cove's headlands, by the process of longshore drift.",negative
"NITRATE: A charged molecule composed of one atom of nitrogen and three atoms ofoxygen, NO3-, available to plants and phytoplankton as a nutrient.",positive
EMISSIVITY: The ratio of the radiation emitted by a surface to the radiation emitted by a perfect blackbody radiator at the same temperature.,positive
DRUMLINS: An elongated whale-shaped hill formed by glacial ice acting on underlying unconsolidated till or ground moraine.,negative
"SWELL PERIOD: This is the peak period in seconds of the swells. If more than one swell is present, this is the period of the swell containing the maximum energy.",positive
"ECHINODERMS: The phylum Echinoderms is a wholly marine group whose members includethe familiar starfish and sea urchins often found on the shore. Some oftheir particular features are their five-sided adult symmetry, theirendoskeleton which consists of many small crystals of calcium carbonateand tube feet, which are outward manifestations of their water vascularsystem.",positive
"MARSH: Type of wetland, featuring grasses, rushes, reeds, typhas, sedges, and other herbaceous plants (possibly with low-growing woody plants) in a context of shallow water.",negative
GLACIER MOTION/ICE SHEET MOTION: The rate of flow of the glacier/ice sheet over a period of time.,negative
"RADIOISOTOPES: Any radioactive form of a chemical element, having the same atomic weight as that element (i.e. same number of protons), but a different number of neutrons. Used in a variety of oceanic applications such as dating andmovement of water masses.",negative
LONGWAVE RADIATION: Longwave radiation is radiation with wavelengths longer than 4 micros. Also referred to as infrared radiation or terrestrial radiation.,negative
SEVERE CYCLONIC STORMS (N. INDIAN): null,negative
"DESERTS: A region with a mean annual precipitation of 10 inches or less, and so devoid of vegetation as to be incapable of supporting any considerable population.",negative
LEADS: Any fracture or passage-way through ice which is navigable by surface,negative
vessels. Leads and other open water areas within the sea ice pack are also,positive
important in studies of the energy budget in the polar regions and in,positive
local and regional climatology.,positive
MARINE GEOCHEMICAL PROCESSES: Processes that control chemical distributions in the ocean.,negative
"HYDROGEN PEROXIDE: Hydrogen peroxide is a chemical compound with the formula H2O 2. In its pure form, it is a very pale blue[5] liquid, slightly more viscous than water.",negative
"WEATHERING: Breaking down of Earth's rocks, soils and minerals through direct contact with the planet's atmosphere. Weathering occurs in situ, or 'with no movement', and thus should not be confused with erosion, which involves the movement of rocks and minerals by agents such as water, ice, wind, and gravity.",negative
"RAIN: Precipitation in the form of liquid water drops that have diameters greater than 0.5 mm, or, if widely scattered, the drops may be smaller.",negative
"DOLPHINS: Small to medium-sized odontocetes that live in marine habitats, have conical teeth and a falcate dorsal fin set near the middle to the back.",negative
"INCOMING SOLAR RADIATION: In general, solar radiation received at the earth's surface. The amount of",positive
direct solar radiation incident upon a unit horizontal surface at a specific,positive
level on or above the surface of the earth.,positive
Incoming solar radiation is solar radition that has not been scattered or,negative
absorbed.,negative
TRANSMITTANCE: A measure of the amount of radiation propagated through a given medium.defined as the ratio of transmitted radiation to the total radiationincident upon the medium. Also known as transmissivity.,positive
ABRASION: Mechanical scraping of a rock surface by friction between rocks and moving particles.,positive
NET RADIATION: Net radiation refers to the difference between the downward and upward(total and terrestrial) radiation. The net flux of all radiations. Canalsorefer to the net solar radiation which is the difference between the sola\r radiations directed downwards and upwards.,negative
"MARINE OBSTRUCTIONS: The act of watching,keeping track of or checking the ocean(pelagic orbottom conditions) for a special purpose.",positive
"STRATOCUMULUS OPACUS: A variety of cloud (sheet, layer, or patch), the greater part of which is sufficiently dense to obscure the sun (betweeen 10 and 20 optical depths).This variety is found in the genera altocumulus, altostratus, stratocumulus, and stratus. (Note: cumulus and cumulonimbus clouds are inherently opaque.) In the case of altocumulus opacus or stratocumulus opacus the elements stand out in true relief at the cloud base, rather than as a consequence of varying degrees of opacity. Also, in these cases, this variety usually modifies the species stratiformis.",positive
SUBSIDENCE RATE: The rate of groundwater that is withdrawn from certain types of rocks.,positive
EARTHWORMS: Tube shaped segmented worm in Phylum Annelida,negative
PRECIPITATION INDICES: Rainfall indices are calculated from precipitation data for a specific region over time.,negative
"RIVER ICE: Pertaining to the extent, thickness, longevity, etc. of ice formationsthat occur on river systems.",negative
"LANDSLIDE: The down slope movement of soil, rock, and other weathered materials because of gravity.",positive
"ICE GROWTH/MELT: Pertaining to the measurement of ice growth/melting rates, and annual",positive
changes in those rates.,positive
ATMOSPHERIC CIRCULATION RECONSTRUCTION: Reconstruction of past atmospheric circulation conditions based on paleoclimate proxy records.,positive
IGNEOUS ROCK AGE DETERMINATIONS: An analysis and determination of the age of igneous rocks,positive
INFILTRATION FREQUENCY: Amount of water that infiltrates the subsurface soil and rocks in a single period.,positive
DEEP LEARNING: A type of machine learning and artificial intelligence (AI) that imitates the way humans gain certain types of knowledge.,negative
OBJECT DETECTION: A machine learning model type that helps to identify a distinct object in data.,positive
"PLUCKING: Exploits pre-existing fractures in the bedrock. This plays a key role in opening and creating new fractures but has only provided small segments of loose material. This is then followed by the entrainment of the loosened rock by the ice. During the process of entrainment, loose rock material is frozen onto the base of the glacier and incorporated into the glacial ice.",negative
ICE EXTENT: The minimum or maximum length of the ice or ice edge into the open water. Also refers to the extent of the ice pack into the open ocean (which varies seasonally).,positive
"TOXICITY LEVELS: A property whereby substances are injurious to health when ingested orinhaled, such as chlorine, ammonia, pesticides, and formaldehyde.",positive
"RELATIVE PERMITTIVITY: The Relative permittivity (or dielectric constant, ε) is a measure of the ease with which a material is polarized by an electric field relative to vacuum. It is defined by the magnitude of the dielectric polarization (dipole moment per unit volume) induced by a unit field. Dielectric constants have no units - they are coefficients that multiply the capacitance with free space (or vacuum) as dielectric.",negative
SEA LEVEL RISE: An increase in the average height of the sea surface over a vertical datum.,positive
"LAND SURFACE FEEDBACKS: Land-surface processes through which climate system is controlled,changed, or modulated. Land-surface feedbacks involve a perturbationin a climate quantity that causes a change in a second quantity, and thechange in the second quantity ultimately leads to an additional changein the first. Land-surface feedbacks often involve land-surface change orchange in terrestrial carbon stocks that in turn affect land-atmosphereinteraction.",positive
ANTENNA TEMPERATURE: Absolute radiometric temperature incident upon the instrument antenna with,negative
no corrections for spurious energy received from sources not intended by,negative
the instrument design.,negative
"WAVE OVERTOPPING: Wave overtopping refers to the volumetric rate at which wave runup flowsover the top or crest of a slope, be it a beach, dune, or structure.",negative
"STRATOCUMULUS CASTELLANUS: (Previously called castellatus.) A cloud species of which at least a fraction of its upper part presents some vertically developed cumuliform protuberances (some of which are taller than they are wide) that give the cloud a crenellated or turreted appearance.This castellanus character is especially evident when the cloud is seen from the side. The cumuliform cloud elements generally have a common base and usually seem to be arranged in lines. The species is found only in the genera cirrus, cirrocumulus, altocumulus, and stratocumulus. Cirrus castellanus differs from cirrocumulus castellanus in that its vertical protuberances subtend an angle of more than 1° when observed at an angle of more than 30° above the horizon. When altocumulus castellanus and stratocumulus castellanus attain a considerable vertical development, they become cumulus congestus and often develop into cumulonimbus. Stratocumulus castellanus should not be confused with stratocumulus pierced by cumulus.",positive
PARASITISM: Parasitism is where two species live in an obligatory association in whichthe parasite depends metabolically on the host .,positive
"MELT POND: A pond of water on the surface of sea ice, commonly occurring in the Arctic in spring.",positive
GLOBALLY INTEGRATED ANGULAR MOMENTUM: The atmospheric angular momentum is the product of mass times the rotational velocity times the perpendicular distance from the axis of rotation. A rotating object will conserve its angular momentum unless a torque acts to change its rotation. The axial component is of interest in climate and is determined by the distribution of atmospheric mass and zonal wind relative to the earth's rotation axis. Higher than normal surface pressure in the tropics or strong westerly flow there contributes to greater AAM.,positive
LINE OF SIGHT VELOCITY: Wind velocity in the viewing area of the instrument.,negative
"EUTROPHICATION: The enrichment of an ecosystem with chemical nutrients, typically compounds containing nitrogen, phosphorus, or both.",positive
"SEA SURFACE SLOPE: The slope of the ocean water surface, resultant from a geophysicalphenomenon such as dynamic circulation or tides.  This variable does notrefer to wave slope.",positive
ELECTRON FLUX: The rate of flow of electrons through a reference surface. In cgs,negative
"units, measured in electrons s-1, or simply s-1.",positive
"THESAURI: 1.A book of synonyms, often including related and contrasting words andantonyms.<br>",negative
"2.A book of selected words or concepts, such as a specialized vocabulary of aparticular field, as of medicine or music",negative
"DESKTOP GEOGRAPHIC INFORMATION SYSTEMS: Desktop Geographic Information Systems (GIS) are defined as Data Analysis and Visualization Services available specifically for the desktop that allows users to capture, store, update, manipulate, analyze, and display all forms of geographically referenced information.",positive
GLACIER MASS: Total mass of a glacier.,negative
ANTARCTIC OSCILLATION: The Antarctic Oscillation (AAO) is the dominant pattern of,negative
"non-seasonal tropospheric circulation variations south of 20S, and it",negative
is characterized by pressure anomalies of one sign centered in the,positive
Antarctic and anomalies of the opposite sign centered about,negative
40-50S. The AAO is also referred to as the Southern Annular Mode,positive
"(SAM). There is a Northern Hemisphere analog to the AAO, and it is",negative
called the Arctic Oscillation (or Northern Annular Mode).,negative
"PERIGLACIAL PROCESSES: Of, or pertaining to, the outer perimeter of a glacier, particularly to the",negative
fringe areas surrounding the great continental glaciers of the geologic ice,positive
"ages.  Thus, periglacial weathering is said to have produced certain",positive
characteristic land forms.,negative
"GALE: In general, and in popular use, an unusually strong wind.In storm-warning terminology, a wind of 28–47 knots (32–54 mph).In the Beaufort wind scale, a wind with a speed from 28–55 knots (32–63 mph) and categorized as follows: moderate gale, 28–33 knots (Force 7); fresh gale, 34–40 knots (Force 8); strong gale, 41–47 knots (Force 9); and whole gale, 48–55 knots (Force 10).",positive
"SEA CAVES: A littoral cave, is a type of cave formed primarily by the wave action of the sea. The primary process involved is erosion. Sea caves are found throughout the world, actively forming along present coastlines and as relict sea caves on former coastlines.",positive
"NITROGEN DIOXIDE: A reddish-brown, highly poisonous gas, with the chemical formula NO2.",positive
"MOUNTAIN SNOW LINE SHIFT: The boundary marking the lowest altitude at which a given area, such as the top of a mountain, is always covered with snow.",positive
"CAC03: A chemical compound that is a common substance found in rocks in all parts of the world, and is the main component of shells of marine organisms, snails, coal balls, pearls, and eggshells. Calcium carbonate is the active ingredient in agricultural lime, and is created when Ca ions in hard water react with carbonate ions creating limescale.",positive
"PARTICULATE MATTER (PM 1.0): A type of air pollution that is made up of particles that are less than 1 micron in size. PM1 is particularly dangerous because of its small size, which allows it to penetrate lung tissue and enter the bloodstream.",negative
"CLOUD HEIGHT: In weather observations, the height of the cloud base above localterrain.  In satellite remote sensing, cloud height is often referred to as theheight of the cloud top above local terrain or above mean sea level. Also canbe defined as the vertical distance from the cloud base to the cloud top; morecommonly referred to as the 'thickness' or 'depth' of the cloud.",positive
"DEER/MOOSE: Phylum Chordata. Class Mammalia. Order Atiodactyla. Deer are ruminant, four legged animals with long powerful legs, a small tail, long ears. Deer distinguished by their antlers, which are temporary and can be regrown. Male deer possess antlers while generally females lack antlers.",negative
"CUMULONIMBUS INCUS: The anvil-shaped cloud that comprises the upper portion of mature cumulonimbus clouds; the popular name given to a cumulonimbus capillatus cloud, particularly if it embodies the supplementary feature incus (from the Latin for anvil).",negative
MAXIMUM/MINIMUM TEMPERATURE: Highest/Lowest air temperature attained during a specific time interval; usually 24 hours.,negative
VORTICITY: Measure of the rotational spin about an axis at some point within a fluid.,negative
ORBIT VELOCITY: The orbital speed of a body (satellite) in a gravitational field.,negative
MICROWAVE: A very short electromagnetic wave. The portion of the electromagnetic,negative
spectrum lying between the far infrared and the conventional radio,positive
"frequency  portion. While not bounded by definition, it is commonly",negative
regarded as  extending from 1 mm to 1 m in wavelength (300 GHz to 0.3 GHz,negative
frequency).  <P> Passive systems operating at these wavelengths sometimes,positive
"are called  microwave systems. Active systems are called radar, although",negative
the literal definition of radar requires a distance measuring capability,positive
not always included in active systems.,positive
SNOW DEPTH: Pertaining to the thickness of snow pack throughout the year.,negative
RUNOFF: null,negative
COMPOUND EXTREME EVENTS: The simultaneous or sequential occurrence of multiple extremes at single or multiple locations.,positive
TIDAL CURRENTS: Mass flow of water induced by the raising or lowering of sea level owingto passage of tidal crests or troughs.,negative
SURFACE SPEED: Ocean surface current/water flow velocity.,positive
"RADAR IMAGERY: A mapping of the observed radar reflectivity of a scene, consisting of a",negative
file of digital numbers assigned to spatial	  positions on a grid of,negative
pixels.,negative
POPULATION ABUNDANCE: A measure of the number of individuals of each species.,positive
