Text,Predicted_Sentiment,Raw_Score
Despite today we have plenty of opportunities for high quality observations of the Sun from both Earth and space total solar eclipses remain a rare chance to explore the corona its features and various atmospheric phenomena Members of our team took part of 5 out of 6 Bulgarian expeditions for total solar eclipse observations ever realized In the current paper we summarize the tasks we fulfilled and the scientific results we obtained Special attention is paid to the investigation of the shadow bands that accompanied the last eclipse we witnessed on 2019 July 2,positive,0.7692
Summary,positive,0.7228
LIFE is a space based mid infrared MIR nulling interferometer proposed in Quanz et al 2018 We use a Bayesian retrieval framework to analyze how the information on the atmospheric structure extractable from MIR emission spectra of terrestrial exoplanets change with the covered wavelength range signal to noise ratio SNR and spectral resolution R In combination with the science goals for the LIFE mission these simulations will provide us with first quantitative estimates of key technical requirements needed for such a telescope,positive,0.9778
Context,positive,0.6905
A long term objective of exoplanet research is to investigate the atmospheric properties of small and rocky exoplanets A driving force behind this effort is the potential identification of habitable worlds This data will improve our understanding of the diversity of extra solar planetary bodies Currently planned space and ground based telescopes are unlikely to be sensitive enough to characterize a large number of such atmospheres,negative,0.1148
Future space missions e g NASA s LUVOIR a and HabEx b concepts capable of characterizing exoplanet atmospheres in reflected light in the optical and near infrared NIR wavelength range have been proposed Complementary to these efforts the LIFE mission proposed in Quanz et al 2018 which is discussed in more detail in another submission to this conference by Angerhausen et al targets the mid infrared MIR thermal emission of exoplanets using a nulling interferometer This wavelength range is of particular interest since it allows us to probe for atmospheric molecules not accessible in the optical or NIR range such as the biosignatures CH 4 and N 2 O as well as CO Furthermore MIR emission observations in contrast to optical and NIR observations are capable of accurately probing the temperature structure and the radius of exoplanets Quanz et al 2019 Both are hardly constrained in reflected light observations,positive,0.9936
Methods,positive,0.7157
Our approach is based on the retrieval of simulated mock observations of Earth twin exoplanets around solar type stars We generate the emission spectrum of an Earth twin using the 1D radiative transfer tool petitRADTRANS Mollière et al 2019 The model takes the surface gravity the pressure temperature PT profile and the atmospheric gas composition as input We parametrize the standard Earth s PT profile with a 4th order polynomial and consider the line Absorption from H 2 O CO 2 CH 4 O 3 N 2 O and CO as well as collision induced absorption from N 2 and O 2,negative,0.0037
Then we use the LifeSIM Ottiger et al in prep tool to estimate the wavelength dependent SNR expected for observations with a LIFE like telescope considering noise sources from stellar leakage local zodiacal dust and exozodiacal dust We consider an Earth twin located at a distance of 10 pc from the Sun around a G2 star with 3 exozodis We generate mock observations for the following grid of wavelength ranges Rs and SNRs,positive,0.9431
Range 3 20 μm 6 17 μm,negative,0.4713
R 20 35 50,positive,0.6604
SNR 5 10 15,positive,0.7284
Our retrieval mechanism is built upon the Multinest algorithm Feroz et al 2009 Given the Earth twin input spectrum and treating the LifeSIM noise as uncertainty on the spectrum we retrieve the PT profile the mass the radius the surface pressure as well as the abundances of the different atmospheric species Performing a retrieval study of the spectra taking into account all possible combinations of the specified ranges in wavelength R and SNR provides first estimates for the technical requirements we need to meet to characterize Earth like atmospheres,positive,0.945
Results,positive,0.7029
A preliminary result and a proof of concept from testing of our retrieval framework is shown in Figures 1 and 2 The input for the retrieval is an Earth twin spectrum range 3 25 μm R 1000 SNR 50 seen at a distance of 10 pc from the Sun Please note that for the results given below only the planet s photon noise was considered and not yet additional noise sources,negative,0.0031
Figure 1 shows that the PT profile parameters as well as the surface temperature are accurately retrieved by our retrieval suite Figure 2 gives the retrieved posteriors for the planet s radius mass and atmospheric abundances The histogram in the top right corner indicates the retrieved absolute abundance of CO 2 We give all other abundances relative to the CO 2 abundance Additionally our retrieval framework constrains the planet s radius with high fidelity,positive,0.5039
These first results demonstrate that our retrieval suite provides reliable results In depth analyses of the results for the grid mentioned above are currently ongoing and will be presented at the conference In addition a comparison with literature results from simulations of reflected light observations will be discussed,negative,0.4558
Dependence of Total Mercury in Superficial Peat With Nutrient Status Implications for Stability of Peat as an Archive of Hg Deposition,negative,0.3526
Jacob Smeds 1 Mats B Nilsson 2 Wei Zhu 2 Kevin Bishop 3,negative,0.095
1 Department of Earth Sciences Uppsala University Uppsala Sweden,positive,0.6531
2 Department of Forest Ecology Swedish University of Agricultural Sciences Umeå Sweden,positive,0.5489
3 Department of Aquatic Sciences and Assessment Swedish University of Agricultural Sciences Uppsala Sweden,positive,0.6541
Although Mercury Hg has decreased considerably in the atmosphere during recent decades this potent neurotoxin still constitutes a threat to ecosystems globally through the Hg stored in soils The mitigation of the risks related to this legacy Hg was a reason to implement the Minamata Convention Subsequent work under the convention is dependent on assessments of the Hg stored in the environment A way of doing this is to study environmental archives of atmospheric deposition such as ice cores lake sediments and peatlands A previous study along a chronosequence of mires along the northern coast of Sweden showed Hg content differing by a factor of 2 and correlating strongly with mire age This was hypothesized to indicate that differences in minerogenic water supply along the chronosequence influenced the stability of Hg after deposition from the atmosphere to the mire surface Declining access of minerogenic elements with increasing peatland age results in a less nutrient demanding plant species composition as well as decreasing access to microbial electron acceptors But that study looked at just one 10 cm layer at a depth with peat ca 50 years old Here we present a more rigorous test of that hypothesis by presenting the total amount and vertical pattern of Hg accumulation during the last 200 years in the superficial peat along that peatland chronosequence,positive,0.9708
Eleven peatlands along the northern coast of Sweden near Umeå were sampled This is an area where isostatic rebound continues to raise the land above the sea level Triplicate peat cores were collected from both lawns and hummocks when present A total of 54 peat cores each 50 cm deep were collected and frozen immediately The cores were then sliced into 2 cm layers and each slice was analysed for total Hg Due to the land rising out of the sea the different peatlands have ages ranging from 100 2000 years since establishment despite being located within a distance of We took science to the streets of Helsinki using urban art in order to foster communication between scientists and the general public,positive,0.9982
Researchers from the Institute for Atmospheric and Earth System Research INAR and Finnish Meteorological Institute together with artists from Helsinki Urban Art co designed a public mural that joined climate research art and literary characters of Alice in Wonderland The Climate Wall illustrates the 1 5 C and 4 C pathways and highlights the need for a transition from a greenhouse gas spewing caterpillar into a sustainable butterfly The wall includes the hashtag ScienceInHelsinki and INAR s twitter handle inviting passers by to ask scientists questions anytime,positive,0.9463
The design of the mural was a joint effort from posing the starting question what is the key message we want to deliver to the final imagery used on the wall and some actual painting Methods used for the co design process included in person workshops a facebook group and online virtual whiteboards which resulted in a collateral result of this project how scientists and artists can work together effectively,positive,0.9483
The Climate Wall was inaugurated in a public event at Helsinki Central Library Oodi auditorium in December 2019 with a short presentation a panel discussion with some of the scientists and artists and a children s workshop The Art of Asking Questions,positive,0.8763
The project took place from May 2019 until the mural s completion on October 2019 and was funded by the Finnish Arts Promotion Center Taike,positive,0.6825
When one of the richest men in the world writes a book people usually take notice When it is Bill Gates a leader of the tech revolution and it is about climate change then it becomes a phenomenon So why has Bill Gates become passionate about climate change and now sees it as the greatest threat to humanity It all starts with his work with his wife Melinda at the Gates Foundation which was originally focused on global health development and US education Two important facts emerged from the funded work of the Gates Foundation First was that global health and development were being held back by a lack of access to affordable energy 860 million people still have no access to electricity which raises the question how to produce this electricity Second was that all the improvements in global health could be wiped out by climate change which will increase both food and water insecurity for billions of people So Bill Gates went on a journey of discovery and like all super nerds wanted to find the most efficient technological solutions to the climate crisis It is important to remember that this book is not just rhetoric Bill Gates is putting his money where his mouth is both through his Foundation and the company he founded Microsoft For the great monolithic global corporation Microsoft is following his lead and taking climate change seriously In 2020 the company announced the ambitious target to go carbon negative by 2030 Even more ambitiously it has pledged to remove all the carbon pollution from the atmosphere that they and their supply chain have emitted since the founding of the company in 1975 by 2050 But here is the issue their current plan to reach these targets is to reduce their emissions as much as possible but then to discount the rest of their emissions by using carbon offsets or credits Basically Microsoft will pay others to use renewable electricity plant trees or biofuels restore nature or capture carbon dioxide directly from power stations or the atmosphere and dump it deep in the Earth Many NGO and academics are highly critical of carbon offsets as it does not solve the fundamental issue of producing the emissions in the first place and allows companies to buy their way out of their environmental responsibilities Bill Gates s book How to Avoid a Climate Disaster clearly follows the zeitgeist and is based on the fundamental principle that the world must get to net zero carbon emission by 2050 or earlier if possible In fact there is a whole chapter call Why Zero This principle needs some unpacking Net zero carbon emissions means that there will be no increase in atmospheric carbon dioxide by 2050 and if there are any emissions these must be balanced by carbon dioxide being sucked out of the atmosphere either by technology or by planting vast forests hence the term net What Bill Gates glosses over is that even if we reach net zero carbon by 2050 the science clearly shows we must have negative emissions for the rest of the century if we are to have any hope of keeping global temperatures below the 2 C limit set by world leaders in Paris in 2015 To try to make the net zero carbon target understandable Bill Gates refers to the current 51 billion tons of carbon emitted per year as a way of illustrating all the things we need to do to reduce this huge number and eventually hit zero Chapter 4 addresses 27 of the 51 billion tons and is about our production and use of electricity it examines how we can decarbonise electricity production and accelerate the uptake of renewables Chapter 5 covers 31 and mainly focuses on the production of concrete which if it were a country it would the 6th largest emitter in the world Chapter 6 represents 19 and concerns itself with agriculture and deforestation it explores how we can produce food more efficiently with less environmental destruction and greenhouse gas emissions Chapter 7 analyses howwe transport ourselves and our goods around the world which makes up 16 of the total tons of carbon,positive,0.9954
In this article we present a comprehensive sensitivity analysis and geophysical retrieval product demonstration to assess the enhanced information content in atmospheric temperature and water vapor harnessed in hyperspectral microwave measurements A particular focus of this study is devoted to quantifying and comparing the impact on retrieval performance resulting from novel spectral bands of the microwave thermal spectrum by means of data addition and data denial trade studies Various spectral configurations are assessed each reflecting specific technology solutions intended to maximize geophysical product performance within feasible size weight power and cost constraints Our results indicate that the use of a hyperspectral sampling in the oxygen and water vapor sounding lines alone provides significant improvements in the lower and free tropospheric thermodynamic fields up to sim 40 when compared against the program of record i e the Advanced Technology Microwave Sounder ATMS Our experiments also demonstrate the essential role played by extending the coverage in the window regions leading to an overall improvement of up to sim 50 in the Earth s planetary boundary layer thermodynamic fields This work concludes with an overview on the state of the art in hyperspectral microwave technology and a discussion on future applications of interest to numerical weather prediction and climate science The work presented in this study focuses on ocean clear sky demonstrations All sky all surface investigations will be the focus of a follow up study as we advance our capability to simulate more complex scenarios and improve scene variability,positive,0.9677
Telluric correction of spectroscopic observations is either performed via standard stars that are observed close in time and airmass along with the science target or recently growing in importance by theoretical telluric absorption modeling Both approaches work fine when the telluric lines are resolved i e at a spectral resolving power larger than about 10 000 and it is sufficient to facilitate the detection of spectral features at lower resolution However a meaningful quantitative analysis also requires the reliable recovery of line strengths Here we show for the Fraunhofer A band of molecular O2 that the standard telluric correction approach fails in this at lower spectral resolutions as an example for the general problem Doppler shift dependent errors of the restored flux may arise which can amount to more than 50 in extreme cases depending on the line shapes of the target spectral features Two applications are discussed the recovery of the O2 band in the reflected light of an Earth analog atmosphere as facilitated potentially in the future using an orbiting starshade and a ground based extremely large telescope and the recovery of the intrinsic ratio of the K i lines in the post nova V4332 Sgr tracing the optical depth of the emitting region to exemplify the relevance using present day instrumentation We show how one should derive correction functions for the compensation of the error in dependence of radial velocity shift spectral resolution and target line profile function by use of high resolution atmospheric transmission modeling which has to be solved for the individual case,negative,0.0137
Millions of years of atmospheric biochemical catagenetic metamorphic radioactive and other gases under the influence of rock pressure and other physico chemical factors were introduced into the rocks of the earth s crust and mantle year after year During absorption the crystal lattices of the rocks were deformed with a change in their size and shape and the molecules of the rocks and gases formed stable chemical compounds solid solutions 1 3 Practice shows that under normal conditions the reverse process the degassing of rocks stretches for thousands of years which allows the crystal lattices without plastic fracture to change their sizes and shapes But as practice shows at some random moment it is possible to start the process of avalanche like degassing of a block of rocks After a sudden outflow of gases the crystal lattices of the rocks must take on a natural configuration but due to the high rate of deformation the relaxation process cannot keep up with the increase in stress There is a collapse of the crystal lattices with the release of energy expended by nature on their deformation and the occurrence of elastic impacts impulses which are known in mining practice as rock bump and sudden outburst of rocks and gas This process is possible in the event of a chain chemical reaction in a rock mass triggered by high energy molecules ions and free radicals similar to the so called Cold Explosion process which was discovered in 1980 at the Institute of Chemical Physics of the USSR Academy of Sciences The reaction mechanism of the Cold Explosion is explained by the appearance of giant deformation loads in the sample arising from the rapid cooling of the sample During the collapse the process of high speed degassing plays the role of cooling and the mechanism of the chain chemical reaction is explained by the interaction of free radicals high energy molecules and other charged particles in accordance with N Bohr s postulates A description of the mechanism of large scale rock slide and the process of formation of high energy molecules ions free radicals according to the principle scheme X X e Y e Y necessary for starting a chain chemical reaction in rock massif and the physico chemical conditions accompanying the process is devoted this article,positive,0.9931
N L Ng M R Canagaratna Q Zhang J L Jimenez J Tian I M Ulbrich J H Kroll K S Docherty P S Chhabra R Bahreini S M Murphy J H Seinfeld L Hildebrandt P F DeCarlo V A Lanz A S H Prevot E Dinar Y Rudich and D R Worsnop Aerodyne Research Inc Billerica MA USA Atmospheric Sciences Research Center State University of New York Albany NY USA CIRES University of Colorado Boulder CO USA Department of Chemistry and Biochemistry University of Colorado Boulder CO USA Department of Civil and Environmental Engineering Massachusetts Institute of Technology Cambridge MA USA Department of Chemical Engineering California Institute of Technology Pasadena CA USA NOAA Earth System Research Laboratory Boulder CO USA Center for Atmospheric Particle Studies Carnegie Mellon University Pittsburgh PA USA Department of Atmospheric and Oceanic Science University of Colorado Boulder CO USA,positive,0.9958
Two of Transiting Exoplanet Survey Satellite s major science goals are to measure masses for 50 planets smaller than 4 Earth radii and to discover high quality targets for atmospheric characterization efforts It is important that these two goals are linked by quantifying what precision of mass constraint is required to yield robust atmospheric properties of planets Here we address this by conducting retrievals on simulated James Webb Space Telescope transmission spectra under various assumptions for the degree of uncertainty in the planets mass for a representative population of seven planets ranging from terrestrials to warm Neptunes to hot Jupiters Only for the cloud free low metallicity gas giants are we able to infer exoplanet mass from transmission spectroscopy alone to 10 accuracy For low metallicity cases Global and regional air quality measurements play an important role in the everyday life of people inasmuch as atmospheric constituents such as ozone O 3 carbon monoxide CO nitrogen dioxide NO 2 sulfur dioxide SO 2 methane CH 4 and aerosols may cause severe threats to human health and agriculture productivity Space based sensors on satellites are able to detect these atmospheric constituents directly and indirectly at high spatial and temporal scales The TROPOspheric Monitoring Instrument TROPOMI on the Copernicus Sentinel 5 Precursor Sentinel 5P satellite provides measurements of O 3 NO 2 SO 2 CH 4 CO formaldehyde HCHO aerosols and cloud in ultraviolet visible UV VIS near infrared NIR and shortwave infrared SWIR spectral ranges The Ozone Monitoring Instrument OMI aboard the Aura mission measures ozone aerosols clouds surface UV irradiance and trace gases including NO 2 SO 2 HCHO BrO and OClO using UV electromagnetic spectrum bands The Ozone Mapping Profiler Suite OMPS on the Suomi National Polar Orbiting Partnership Suomi NPP or SNPP provides environmental data products including O 3 NO 2 SO 2 and aerosols The Microwave Limb Sounder MLS on Aura has been monitoring atmospheric chemical species CO volcanic SO 2 O 3 N 2 O BrO temperature humidity and cloud ice since 2004 MLS measurements help understand stratospheric ozone chemistry and the effects of air pollutants injected into the upper troposphere and low stratosphere The Thermal And Near infrared Sensor for carbon Observation Fourier Transform Spectrometer TANSO FTS on the Greenhouse Gases Observing Satellite GOSAT covers a wide spectral range from VIS to thermal infrared TIR which enables remote observations of the greenhouse gases carbon dioxide CO 2 and CH 4 Furthermore atmospheric constituent data are also available in the second Modern Era Retrospective analysis for Research and Applications MERRA 2 NASA s atmospheric reanalysis data collection MERRA 2 uses an upgraded version of the Goddard Earth Observing System Model version 5 GEOS 5 data assimilation system enhanced with more aspects of the Earth system,positive,0.9921
The NASA Goddard Earth Sciences Data and Information Services Center GES DISC supports over a thousand data collections in the focus areas of Atmospheric Composition Water Energy Cycles and Climate Variability Some of these data collections include atmospheric composition products from the ongoing TROPOMI OMI OMPS MLS TANSO FTS and MERRA 2 missions and projects The GES DISC web site https disc gsfc nasa gov provides multiple tools designed to help data users easily search subset visualize and download data from these diverse sources in a unified way We will demonstrate several methodologies employing these tools to monitor air quality,positive,0.9231
The models participating in the Coupled Model Intercomparison Project Phase 6 CMIP6 deliver insights on the evolution of the Earth s climate The global precipitation changes follow the magnitude of the warming according to a recent study Tebaldi Debeire Eyring et al 2020 of the CMIP6 ensemble mean However Earth systems models exhibit a large range in simulated precipitation projection over land In this study we present a potential approach to constrain the precipitation changes over land globally and regionally This approach performs a process oriented model evaluation similar to Nowack et al study We evaluate the ability of models to represent atmospheric dynamical interactions by applying Causal Discovery algorithm We find a relationship between the ability to represent dynamical interactions close to the observations and the projected precipitation changes over land of the model We show how this relationship can be used to constrain projection of precipitation over land,positive,0.9869
References,positive,0.7224
Nowack P Runge J Eyring V et al Causal networks for climate model evaluation and constrained projections Nat Commun 11 1415 https doi org 10 1038 s41467 020 15195 y 2020,positive,0.9363
Runge J P Nowack M Kretschmer S Flaxman D Sejdinovic Detecting and quantifying causal associations in large nonlinear time series datasets Sci Adv 5 eaau4996 2019,positive,0.6103
Runge J Causal Network Reconstruction from Time Series From Theoretical Assumptions to Practical Estimation Chaos An Interdisciplinary Journal of Nonlinear Science 28 7 075310 https aip scitation org doi 10 1063 1 5025050 2018,positive,0.9785
Tebaldi C Debeire K Eyring V Fischer E Fyfe J Friedlingstein P Knutti R Lowe J O Neill B Sanderson B van Vuuren D Riahi K Meinshausen M Nicholls Z Hurtt G Kriegler E Lamarque J F Meehl G Moss R Bauer S E Boucher O Brovkin V Golaz J C Gualdi S Guo H John J G Kharin S Koshiro T Ma L Olivié D Panickal S Qiao F Rosenbloom N Schupfner M Seferian R Song Z Steger C Sellar A Swart N Tachiiri K Tatebe H Voldoire A Volodin E Wyser K Xin X Xinyao R Yang S Yu Y and Ziehn T Climate model projections from the Scenario Model Intercomparison Project ScenarioMIP of CMIP6 Earth Syst Dynam Discuss preprint https doi org 10 5194 esd 2020 68 in review 2020,positive,0.9849
The rapid rate of discoveries of exoplanets has expanded the scope of the science possible for the remote detection of life beyond Earth The Exoplanet Biosignatures Workshop Without Walls EBWWW held in 2016 engaged the international scientific community across diverse scientific disciplines to assess the state of the science and technology in the search for life on exoplanets and to identify paths for progress The workshop activities resulted in five major review papers which provide 1 an encyclopedic review of known and proposed biosignatures and models used to ascertain them Schwieterman et al 2018 in this issue 2 an in depth review of O2 as a biosignature rigorously examining the nuances of false positives and false negatives for evidence of life Meadows et al 2018 in this issue 3 a Bayesian framework to comprehensively organize current understanding to quantify confidence in biosignature assessments Catling et al 2018 in this issue 4 an extension of that Bayesian framework in anticipation of increasing planetary data and novel concepts of biosignatures Walker et al 2018 in this issue and 5 a review of the upcoming telescope capabilities to characterize exoplanets and their environment Fujii et al 2018 in this issue Because of the immense content of these review papers this summary provides a guide to their complementary scope and highlights salient features Strong themes that emerged from the workshop were that biosignatures must be interpreted in the context of their environment and that frameworks must be developed to link diverse forms of scientific understanding of that context to quantify the likelihood that a biosignature has been observed Models are needed to explore the parameter space where measurements will be widespread but sparse in detail Given the technological prospects for large ground based telescopes and space based observatories the detection of atmospheric signatures of a few potentially habitable planets may come before 2030 Key Words Exoplanets Biosignatures Remote observation Spectral imaging Bayesian analysis Astrobiology 18 619 626,positive,0.9972
In this podcast Ethan Hyland Ph D discusses where the oil we use today came from and how its source is different from that of coal He discusses what oil and its related products are used for today and how reintroducing carbon from stable storage back into the active global carbon cycle affects our environment Originally from the outdoors of rural Maine Ethan Hyland got his bachelor s in geology from Carleton College He then worked for the National Park Service before returning to the University of Michigan for a master s in paleobotany a certificate in science policy and a Ph D in paleoclimatology and sedimentology geology Hyland then served as the Future of Ice postdoc at the University of Washington and spent time as a visiting scientist at Los Alamos National Laboratory before coming to NC State to start the Paleo³ Research Group in 2017 Hyland is an associate professor in the Department of Marine Earth and Atmospheric Sciences at NC State,negative,0.0195
On behalf of the organizing committee I would like to express our gratitude for your participation in the 3rd International Seminar on Earth Science and Technology or ISEST As the name implies ISEST has been held 3 times including this time The first ISEST was held in December 2021 under the grasp of COVID 19 pandemic During that time all the presentation was held online The second ISEST was held in March 2023 Although the condition is more relaxed but many people still cautious hence the 2nd ISEST was held in hybrid mode This year the situation is much better thus we decided that the seminar will be fully offline However due to some circumstances several presenters cannot join us here and decided to deliver their presentation online The main theme of the 3rd ISEST is Navigating the changing world through earth sciences and technology The theme emphasizes the adaptable approach to earth related problems from natural resources utilization to natural disaster management The main theme is divided into 4 topics which are Solid Earth Sciences Ocean Sciences Atmospheric Sciences and Interdisciplinary Earth Science and Technology We also have two joint special sessions The first one today is the Blue Economy special session collaborated with the Ministry of Maritime Affairs and Fisheries In the next day we will have the second special session of Disaster Risk Financing in collaboration with Directorate General of Budget Financing and Risk Management of Ministry of Finance List of Executive Committee Special Session Coordinator Editorial Board International Reviewer National Reviewer Steering Committee Keynote Speakers and Invited Speakers are available in this Pdf,positive,0.9846
NASA s Goddard Earth Observing System GEOS Earth System Model ESM is a modular general circulation model GCM and data assimilation system DAS that is used to simulate and study the coupled dynamics physics chemistry and biology of our planet GEOS is developed by the Global Modeling and Assimilation Office GMAO at NASA Goddard Space Flight Center It generates near real time analyzed data products reanalyses and weather and seasonal forecasts to support research targeted to understanding interactions among Earth System processes For chemistry our efforts are focused on ozone and its influence on the state of the atmosphere and oceans and on trace gas data assimilation and global forecasting at mesoscale discretization Several chemistry and aerosol modules are coupled to the GCM which enables GEOS to address topics pertinent to NASA s Earth Science Mission This paper describes the atmospheric chemistry components of GEOS and provides an overview of its Earth System Modeling Framework ESMF based software infrastructure which promotes a rich spectrum of feedbacks that influence circulation and climate and impact human and ecosystem health We detail how GEOS allows model users to select chemical mechanisms and emission scenarios at run time establish the extent to which the aerosol and chemical components communicate and decide whether either or both influence the radiative transfer calculations A variety of resolutions facilitates research on spatial and temporal scales relevant to problems ranging from hourly changes in air quality to trace gas trends in a changing climate Samples of recent GEOS chemistry applications are provided,positive,0.9895
Understanding the mechanisms governing the urban atmospheric environment is critical for informing urban populations regarding the impacts of climate change and associated mitigation and adaptation measures Earth system climate and weather models have not yet been adapted to provide accurate predictions of climate and weather variability within cities nor do they provide well tested representations of the impacts of urban systems on the atmospheric environment These limitations are largely due to limited field data available for testing and development of these models We will deploy the U S Department of Energy DOE Atmospheric Radiation Measurement ARM user facility s first Mobile Facility AMF1 to the mid Atlantic region surrounding the city of Baltimore for the Coast Urban Rural Atmospheric Gradient Experiment CoURAGE This deployment will create a four node regional atmospheric observatory network including Baltimore and its three primary surrounding environments rural urban and bay CoURAGE investigators will study the interactions among the Earth s surface the atmospheric boundary layer aerosols and atmospheric composition clouds radiation and precipitation at each site and examine how the spatial gradients across the region interact to create the climate conditions in Baltimore This study will determine the degree to which Baltimore s atmospheric environment depends on interactive feedbacks in the atmospheric system and the degree to which conditions in Baltimore depend on the surrounding environment Some topics of interest include how urban land management exacerbates heat waves the impact of regional mesoscale winds nocturnal jet bay breeze on urban air pollution and cloud cover and the impact of the urban heat island and aerosol production on heavy precipitation events Understanding this integrated coast urban rural system quantitatively and with good accuracy and precision is critical to informing climate adaptation and mitigation efforts in the city of Baltimore The understanding gained should be applicable to many similar coastal mid latitude urban centers Another important objective of CoURAGE is to improve the representation of the climate of coastal cities in Earth systems models ESMs CoURAGE investigators will use the observations to test current ESMs identify weaknesses and work towards improved simulations of this complex environment The ARM core facility will be deployed in the city of Baltimore complementing the Baltimore Social Environmental Collaborative BSEC a,positive,0.9973
High Northern Hemisphere latitudes are undergoing rapid and significant change associated with climate warming Climatic change in this region interacts with and affects the rate of the global change through atmospheric circulation biogeophysical and biogeochemical feedbacks Changes in the surface energy balance hydrologic cycle and carbon budget feedback to regional and global weather and climate systems Two thirds of the Northern Hemisphere high latitude land mass resides in Northern Eurasia 20 of the global land mass and this region has undergone sweeping socio economic change throughout the 20th century How this carbon rich cold region component of the Earth system functions as a regional entity and interacts with and feeds back to the greater global system is to a large extent unknown To mitigate the deficiencies in understanding these feedbacks which may in turn hamper our understanding of the global change rates and patterns an initiative was formed Three years ago the Northern Eurasia Earth Science Partnership Initiative NEESPI was established to address large scale and long term manifestations of climate and environmental change in this region The NEESPI Science Plan and its Executive Summary have been published at the NEESPI web site neespi org Since 2004 NEESPI participants have been able to seed several waves of research proposals to international and national funding agencies and institutions and also contribute to the International Polar Year Currently NEESPI is widely recognized and endorsed by several Earth System Science Partnership ESSP programmes and projects the International Geosphere and Biosphere Programme the World Climate Research Programme through the Global Energy and Water Cycle Experiment and Climate and Cryosphere Projects the Global Water System Project Global Carbon Project Global Land Project and the Integrated Land Ecosystem Atmosphere Processes Study Through NEESPI more than 100 individually funded projects always with international participation in the United States Russian Federation China European Union Japan and Canada have been mutually united to explore the scientifically significant Northern Eurasian region NEESPI scientists have been quite productive during the past two years 2005 2006 publishing more than 200 books book chapters and papers in refereed journals NEESPI sessions at international conferences are open to everyone who works on environmental and climate change problems in Northern Eurasia and the circumpolar boreal zone This thematic issue brings together articles from the authors who presented their latest results at the Annual Fall American Geophysical Union Meeting in San Francisco December 2006 The research letters in this issue are preceded by two editorial papers Leptoukh et al and Sherstyukov et al devoted to informational support of research in the NEESPI domain that is critical to the success of the Initiative The following papers are quite diverse and are assembled into five groups devoted to studies of climate and hydrology land cover and land use the biogeochemical cycle and its feedbacks the cryosphere and human dimensions in the NEESPI domain and the circumpolar boreal zone Focus on Northern Hemisphere High Latitude Climate and Environmental Change Contents Editorials NASA NEESPI Data and Services Center for Satellite Remote Sensing Information Gregory Leptoukh Ivan Csiszar Peter Romanov Suhung Shen Tatiana Loboda and Irina Gerasimov NEESPI Science and Data Support Center for Hydrometeorological Information in Obninsk Russia B G Sherstyukov V N Razuvaev O N Bulygina and P Ya Groisman Climate and hydrology Changes in the fabric of the Arctic s greenhouse blanket Jennifer A Francis and Elias Hunter Spatial variations of summer precipitation trends in South Korea 1973 2005 Heejun Chang and Won Tae Kwon Climate variations and changes in extreme climate events in Russia O N Bulygina V N Razuvaev N N Korshunova and P Ya Groisman Land cover and land use Responses of the circumpolar boreal forest to 20th century climate variability Andrea H Lloyd and Andrew G Bunn Mapping Russian forest biomass with data from satellites and forest inventories R A Houghton D Butman A G Bunn O N Krankina P Schlesinger and T A Stone The biogeochemical cycle and its feedbacks Sphagnum peatland development at their southern climatic range inWest Siberia trends and peat accumulation patterns Anna Peregon Masao Uchida and Yasuyuki Shibata Methane emissions from western Siberian wetlands heterogeneity and sensitivity to climate change T J Bohn D P Lettenmaier K Sathulur L C Bowling E Podest K C McDonald and T Friborg Ecosystem responses to recent climate change and fire disturbance at northern high latitudes observations and model results contrasting northern Eurasia and North America S J Goetz M C Mack K R Gurney J T Randerson and R A Houghton Ecosystems and climate interactions in the boreal zone of northern Eurasia N N Vygodskaya P Ya Groisman N M Tchebakova J A Kurbatova O Panfyorov E I Parfenova and A F Sogachev The cryosphere Potential feedback of thawing permafrost to the global climate system through methane emission O A Anisimov Glacier changes in the Siberian Altai Mountains Ob river basin 1952 2006 estimated with high resolution imagery A B Surazakov V B Aizen E M Aizen and S A Nikitin Glaciers and hydrological changes in the Tien Shan simulation and prediction V B Aizen E M Aizen and V A Kuzmichonok Human dimensions Food and water security in a changing arctic climate Daniel M White S Craig Gerlach Philip Loring Amy C Tidwell and Molly C Chambers,positive,0.9965
NASA s Earth Science Division ESD unlocks the mysteries of our planet exploring discovering and responding to the need to understand our planet s interconnected systems from a global scale to minute processes This knowledge and understanding serves the fundamental need to improve our lives on Earth advancing this frontier for all humanity NASA pursues both curiosity driven and practically focused Earth science because our ability to thrive on our home planet is undeniably tied to our scientific understanding and predictive capability of its dynamics and phenomena ESD explores our rapidly changing world where natural and human factors interact following an interdisciplinary Earth systems approach that examines the interplay among the atmospheric ocean land and ice systems Using the recommendations of the 2017 NASA Earth Science Decadal Survey Thriving on Our Changing Planet a Decadal Strategy for Earth Observation from Space as a compass ESD is developing the observing systems that will answer the most important science and application questions of the next decade across the following focus areas,positive,0.9928
Coupling of the water and energy cycles,positive,0.6959
Ecosystem change,positive,0.7228
Extending and improving weather and air quality forecasts,positive,0.7963
Reducing climate uncertainty and informing societal response,positive,0.9589
Sea level rise,positive,0.6722
Surface dynamics geological hazards and disasters,negative,0.4759
